payloadsize	sign	verify
8280	0.0000065200	0.0000004150
8290	0.0000065500	0.0000004110
8300	0.0000065200	0.0000004080
8310	0.0000065200	0.0000004110
8320	0.0000065700	0.0000004080
8330	0.0000065300	0.0000004190
8340	0.0000065300	0.0000004140
8350	0.0000065400	0.0000004130
8360	0.0000065900	0.0000004160
8370	0.0000065200	0.0000004220
8380	0.0000065100	0.0000004090
8390	0.0000064800	0.0000004080
8400	0.0000064900	0.0000004120
8410	0.0000064600	0.0000004110
8420	0.0000065000	0.0000004210
8430	0.0000065400	0.0000004100
8440	0.0000065300	0.0000004110
8450	0.0000065100	0.0000004180
8460	0.0000065000	0.0000004100
8470	0.0000065200	0.0000004210
8480	0.0000065000	0.0000004080
8490	0.0000065100	0.0000004120
8500	0.0000065000	0.0000004110
8510	0.0000065200	0.0000004210
8520	0.0000065100	0.0000004080
8530	0.0000065400	0.0000004150
8540	0.0000065100	0.0000004100
8550	0.0000065300	0.0000004160
8560	0.0000065300	0.0000004220
8570	0.0000065500	0.0000004100
8580	0.0000065100	0.0000004130
8590	0.0000064800	0.0000004190
8600	0.0000065300	0.0000004090
8610	0.0000064900	0.0000004240
8620	0.0000065300	0.0000004110
8630	0.0000065600	0.0000004080
8640	0.0000065200	0.0000004130
8650	0.0000065200	0.0000004200
8660	0.0000065800	0.0000004080
8670	0.0000065200	0.0000004200
8680	0.0000065100	0.0000004190
8690	0.0000065500	0.0000004060
8700	0.0000065300	0.0000004170
8710	0.0000064900	0.0000004120
8720	0.0000065200	0.0000004190
8730	0.0000065400	0.0000004120
8740	0.0000065300	0.0000004170
8750	0.0000065500	0.0000004130
8760	0.0000065000	0.0000004140
8770	0.0000065200	0.0000004200
8780	0.0000065400	0.0000004150
8790	0.0000065100	0.0000004100
8800	0.0000065300	0.0000004070
8810	0.0000063300	0.0000004310
8820	0.0000065600	0.0000004150
8830	0.0000065600	0.0000004230
8840	0.0000065100	0.0000004120
8850	0.0000065000	0.0000004180
8860	0.0000064900	0.0000004220
8870	0.0000065100	0.0000004150
8880	0.0000065200	0.0000004250
8890	0.0000065200	0.0000004080
8900	0.0000065300	0.0000004190
8910	0.0000065100	0.0000004310
8920	0.0000065000	0.0000004170
8930	0.0000066200	0.0000004340
8940	0.0000065600	0.0000004190
8950	0.0000065400	0.0000004100
8960	0.0000065200	0.0000004150
8970	0.0000065500	0.0000004070
8980	0.0000065900	0.0000004180
8990	0.0000065600	0.0000004130
9000	0.0000065400	0.0000004130
9010	0.0000065200	0.0000004110
9020	0.0000065200	0.0000004170
9030	0.0000065100	0.0000004230
9040	0.0000065400	0.0000004140
9050	0.0000065200	0.0000004190
9060	0.0000065500	0.0000004220
9070	0.0000065300	0.0000004290
9080	0.0000065400	0.0000004160
9090	0.0000065300	0.0000004190
9100	0.0000065400	0.0000004150
9110	0.0000065800	0.0000004190
9120	0.0000065100	0.0000004150
9130	0.0000064900	0.0000004150
9140	0.0000065100	0.0000004160
9150	0.0000064900	0.0000004200
9160	0.0000065300	0.0000004210
9170	0.0000064900	0.0000004180
9180	0.0000065300	0.0000004170
9190	0.0000065300	0.0000004130
9200	0.0000064900	0.0000004230
9210	0.0000064900	0.0000004160
9220	0.0000065900	0.0000004210
9230	0.0000065800	0.0000004200
9240	0.0000065600	0.0000004150
9250	0.0000065200	0.0000004180
9260	0.0000065800	0.0000004210
9270	0.0000065200	0.0000004190
9280	0.0000065900	0.0000004140
9290	0.0000066100	0.0000004160
9300	0.0000064900	0.0000004150
9310	0.0000065300	0.0000004120
9320	0.0000065300	0.0000004210
9330	0.0000065800	0.0000004240
9340	0.0000066000	0.0000004140
9350	0.0000065600	0.0000004190
9360	0.0000065300	0.0000004210
9370	0.0000065700	0.0000004200
9380	0.0000065400	0.0000004210
9390	0.0000065300	0.0000004130
9400	0.0000065400	0.0000004130
9410	0.0000065900	0.0000004100
9420	0.0000065300	0.0000004180
9430	0.0000065400	0.0000004160
9440	0.0000065200	0.0000004220
9450	0.0000065300	0.0000004180
9460	0.0000065300	0.0000004200
9470	0.0000065500	0.0000004220
9480	0.0000065100	0.0000004230
9490	0.0000065200	0.0000004230
9500	0.0000065100	0.0000004170
9510	0.0000065000	0.0000004190
9520	0.0000066000	0.0000004190
9530	0.0000065400	0.0000004150
9540	0.0000065200	0.0000004160
9550	0.0000064900	0.0000004190
9560	0.0000065100	0.0000004230
9570	0.0000065100	0.0000004300
9580	0.0000065200	0.0000004220
9590	0.0000065200	0.0000004240
9600	0.0000065600	0.0000004170
9610	0.0000065900	0.0000004280
9620	0.0000065800	0.0000004160
9630	0.0000065100	0.0000004120
9640	0.0000066000	0.0000004230
9650	0.0000065500	0.0000004230
9660	0.0000065800	0.0000004210
9670	0.0000065400	0.0000004160
9680	0.0000065600	0.0000004270
9690	0.0000065100	0.0000004400
9700	0.0000065300	0.0000004200
9710	0.0000065500	0.0000004200
9720	0.0000065600	0.0000004200
9730	0.0000066200	0.0000004210
9740	0.0000065900	0.0000004160
9750	0.0000065800	0.0000004260
9760	0.0000066000	0.0000004210
9770	0.0000065300	0.0000004190
9780	0.0000065100	0.0000004160
9790	0.0000065200	0.0000004250
9800	0.0000065000	0.0000004210
9810	0.0000065300	0.0000004280
9820	0.0000065500	0.0000004190
9830	0.0000065500	0.0000004230
9840	0.0000065400	0.0000004230
9850	0.0000065200	0.0000004180
9860	0.0000065300	0.0000004260
9870	0.0000065400	0.0000004200
9880	0.0000064800	0.0000004170
9890	0.0000065100	0.0000004200
9900	0.0000065100	0.0000004170
9910	0.0000065800	0.0000004170
9920	0.0000065400	0.0000004250
9930	0.0000065400	0.0000004200
9940	0.0000065400	0.0000004210
9950	0.0000065700	0.0000004170
9960	0.0000065400	0.0000004180
9970	0.0000065100	0.0000004180
9980	0.0000065400	0.0000004180
9990	0.0000065200	0.0000004240
10000	0.0000065000	0.0000004200
10010	0.0000065000	0.0000004190
10020	0.0000065400	0.0000004240
10030	0.0000065500	0.0000004210
10040	0.0000065700	0.0000004210
10050	0.0000065000	0.0000004250
10060	0.0000065400	0.0000004200
10070	0.0000065500	0.0000004250
10080	0.0000065200	0.0000004210
10090	0.0000065200	0.0000004240
10100	0.0000065900	0.0000004220
10110	0.0000065300	0.0000004160
10120	0.0000065300	0.0000004200
10130	0.0000065600	0.0000004290
10140	0.0000065700	0.0000004180
10150	0.0000065700	0.0000004220
10160	0.0000065500	0.0000004280
10170	0.0000065200	0.0000004240
10180	0.0000065300	0.0000004240
10190	0.0000065600	0.0000004250
10200	0.0000066300	0.0000004260
10210	0.0000065900	0.0000004190
10220	0.0000066000	0.0000004170
10230	0.0000065500	0.0000004220
10240	0.0000065400	0.0000004380
