payloadsize	sign	verify
8280	0.0000487748	0.0000068187
8290	0.0000492024	0.0000068328
8300	0.0000486248	0.0000068260
8310	0.0000486941	0.0000069068
8320	0.0000487951	0.0000068250
8330	0.0000488878	0.0000067916
8340	0.0000486123	0.0000068213
8350	0.0000484488	0.0000067823
8360	0.0000486342	0.0000068719
8370	0.0000488254	0.0000068208
8380	0.0000485691	0.0000068182
8390	0.0000490056	0.0000067948
8400	0.0000488175	0.0000068323
8410	0.0000486045	0.0000068026
8420	0.0000486660	0.0000068302
8430	0.0000485082	0.0000068354
8440	0.0000484061	0.0000070448
8450	0.0000488800	0.0000067916
8460	0.0000487639	0.0000067870
8470	0.0000487384	0.0000068036
8480	0.0000489436	0.0000068416
8490	0.0000486332	0.0000069328
8500	0.0000489300	0.0000068958
8510	0.0000492342	0.0000068281
8520	0.0000487467	0.0000069036
8530	0.0000488076	0.0000068599
8540	0.0000488446	0.0000069370
8550	0.0000486358	0.0000068094
8560	0.0000488160	0.0000068479
8570	0.0000488368	0.0000068250
8580	0.0000485441	0.0000069021
8590	0.0000486675	0.0000070047
8600	0.0000485201	0.0000069088
8610	0.0000489227	0.0000068026
8620	0.0000491529	0.0000068448
8630	0.0000486800	0.0000068104
8640	0.0000488618	0.0000070416
8650	0.0000485217	0.0000068844
8660	0.0000484743	0.0000069114
8670	0.0000486384	0.0000068167
8680	0.0000485795	0.0000068880
8690	0.0000488873	0.0000071088
8700	0.0000486863	0.0000068344
8710	0.0000486498	0.0000068291
8720	0.0000490332	0.0000068833
8730	0.0000489352	0.0000068416
8740	0.0000487217	0.0000069161
8750	0.0000486983	0.0000068885
8760	0.0000485873	0.0000068786
8770	0.0000490962	0.0000068411
8780	0.0000486509	0.0000068370
8790	0.0000486665	0.0000068401
8800	0.0000490800	0.0000069307
8810	0.0000487696	0.0000068974
8820	0.0000486092	0.0000070135
8830	0.0000486738	0.0000068458
8840	0.0000488925	0.0000068885
8850	0.0000491175	0.0000068448
8860	0.0000487030	0.0000069292
8870	0.0000485462	0.0000070390
8880	0.0000488061	0.0000068828
8890	0.0000488826	0.0000068625
8900	0.0000487550	0.0000068953
8910	0.0000491680	0.0000068594
8920	0.0000487998	0.0000070864
8930	0.0000487592	0.0000069068
8940	0.0000486233	0.0000068479
8950	0.0000487530	0.0000069073
8960	0.0000489634	0.0000069797
8970	0.0000492160	0.0000070812
8980	0.0000488415	0.0000069041
8990	0.0000487993	0.0000069088
9000	0.0000490639	0.0000069614
9010	0.0000489514	0.0000068562
9020	0.0000486222	0.0000069979
9030	0.0000487280	0.0000068734
9040	0.0000490686	0.0000069167
9050	0.0000491050	0.0000069312
9060	0.0000488957	0.0000069067
9070	0.0000486436	0.0000070198
9080	0.0000489910	0.0000069245
9090	0.0000489113	0.0000068661
9100	0.0000496811	0.0000070062
9110	0.0000494321	0.0000069052
9120	0.0000492811	0.0000069776
9130	0.0000487035	0.0000069396
9140	0.0000489227	0.0000069187
9150	0.0000490191	0.0000069364
9160	0.0000486066	0.0000069802
9170	0.0000490306	0.0000070130
9180	0.0000489019	0.0000068859
9190	0.0000486478	0.0000069458
9200	0.0000489795	0.0000069396
9210	0.0000488394	0.0000069068
9220	0.0000487576	0.0000070781
9230	0.0000487306	0.0000069432
9240	0.0000484019	0.0000069875
9250	0.0000490056	0.0000068896
9260	0.0000486181	0.0000068875
9270	0.0000486274	0.0000075489
9280	0.0000492300	0.0000069922
9290	0.0000489738	0.0000069687
9300	0.0000488978	0.0000069380
9310	0.0000486931	0.0000069010
9320	0.0000489540	0.0000070880
9330	0.0000490347	0.0000069469
9340	0.0000487009	0.0000069375
9350	0.0000489780	0.0000069088
9360	0.0000488644	0.0000069541
9370	0.0000489259	0.0000071130
9380	0.0000487103	0.0000070073
9390	0.0000493134	0.0000069104
9400	0.0000492394	0.0000071906
9410	0.0000489842	0.0000069182
9420	0.0000485097	0.0000070599
9430	0.0000487306	0.0000069213
9440	0.0000489457	0.0000070104
9450	0.0000487634	0.0000069833
9460	0.0000487618	0.0000069567
9470	0.0000487113	0.0000070656
9480	0.0000487300	0.0000069682
9490	0.0000489805	0.0000069771
9500	0.0000491123	0.0000069776
9510	0.0000486498	0.0000069719
9520	0.0000487201	0.0000071021
9530	0.0000486863	0.0000069458
9540	0.0000488977	0.0000069750
9550	0.0000488274	0.0000069880
9560	0.0000486457	0.0000070291
9570	0.0000486936	0.0000070781
9580	0.0000488764	0.0000069682
9590	0.0000490712	0.0000069349
9600	0.0000491326	0.0000069854
9610	0.0000487623	0.0000069562
9620	0.0000475608	0.0000071114
9630	0.0000489519	0.0000070349
9640	0.0000486082	0.0000069932
9650	0.0000484649	0.0000070000
9660	0.0000490561	0.0000069880
9670	0.0000486785	0.0000070859
9680	0.0000486540	0.0000069010
9690	0.0000487660	0.0000070302
9700	0.0000496014	0.0000070140
9710	0.0000491608	0.0000069599
9720	0.0000490139	0.0000073364
9730	0.0000487332	0.0000070167
9740	0.0000489873	0.0000069963
9750	0.0000489399	0.0000069588
9760	0.0000487160	0.0000069094
9770	0.0000487983	0.0000071422
9780	0.0000487644	0.0000070521
9790	0.0000490259	0.0000069724
9800	0.0000491957	0.0000069578
9810	0.0000487884	0.0000069713
9820	0.0000487889	0.0000072078
9830	0.0000490300	0.0000070203
9840	0.0000486597	0.0000069120
9850	0.0000504175	0.0000070245
9860	0.0000493332	0.0000070135
9870	0.0000491660	0.0000070364
9880	0.0000484295	0.0000070271
9890	0.0000485925	0.0000070344
9900	0.0000489248	0.0000070125
9910	0.0000486858	0.0000069750
9920	0.0000489154	0.0000069344
9930	0.0000487655	0.0000070396
9940	0.0000484826	0.0000070760
9950	0.0000494561	0.0000069922
9960	0.0000488113	0.0000069739
9970	0.0000488368	0.0000070359
9980	0.0000489915	0.0000070849
9990	0.0000489858	0.0000071198
10000	0.0000485717	0.0000069370
10010	0.0000487321	0.0000069937
10020	0.0000492571	0.0000070828
10030	0.0000487097	0.0000070505
10040	0.0000486811	0.0000071151
10050	0.0000487108	0.0000069995
10060	0.0000489420	0.0000070885
10070	0.0000491743	0.0000069989
10080	0.0000487477	0.0000069531
10090	0.0000486738	0.0000071781
10100	0.0000489879	0.0000070890
10110	0.0000489847	0.0000070177
10120	0.0000490889	0.0000069984
10130	0.0000487795	0.0000070099
10140	0.0000489847	0.0000072453
10150	0.0000490425	0.0000069948
10160	0.0000488316	0.0000069547
10170	0.0000490347	0.0000070198
10180	0.0000490483	0.0000071052
10190	0.0000488863	0.0000072135
10200	0.0000487748	0.0000070062
10210	0.0000487280	0.0000070130
10220	0.0000490780	0.0000070552
10230	0.0000487201	0.0000070630
10240	0.0000487488	0.0000071609
